OPENADMET_INCHIKEY,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM,OPENADMET_CANONICAL_SMILES
DFIDNZGJWSSCHB-UHFFFAOYSA-N,,,,,1.9444826721501687,88.0,COC(=O)C1C(CN2CCOCC2(C)C)=NC(C2=NC=CS2)=NC1(C)C1=CC=C(F)C=C1
DFKJNGVBNCASDM-UHFFFAOYSA-N,1.3891660843645324,24.5,,,,,CN1CC=C(C2=CC=C(OC(F)(F)F)C(NC3=NC=C4CCC5=C(C4=N3)N(C)N=C5C(N)=O)=C2)CC1
DFLIKCVIUDYGOH-MOPGFXCFSA-N,,,,,2.2312210233485996,170.3025,CC1=CC=C([C@H]2C[C@@H](C(F)(F)F)N3N=CC(C(=O)NCC4=CC=C(F)C=C4)=C3N2)C=C1
DFMAKQLPRUIJPJ-SDLGJLNRSA-N,1.1473671077937864,14.04,,,2.069853021113625,117.45,O=C(O)C1=CC=CC([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)=C1
DFOVIXAHZKMWSO-CHWSQXEVSA-N,1.5733358400660675,37.44,,,,,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(C3=NC(C(F)(F)F)=C(Cl)S3)CC2)CC1
DFPPTJOIIMQKRD-HNNXBMFYSA-N,2.6532125137753435,450.0,,,3.208621379334218,1616.67,COC[C@@H]1CCCN1S(=O)(=O)C1=CC=C(Cl)C(COC2=CC=CC3=C(C(F)(F)F)C=C(C)N=C23)=C1Cl
DFQGDHBGRSTTHX-UHFFFAOYSA-N,1.0580804254649347,11.4309,,,,,CCOC1=CC=C(C2=CC=C(CN3C(CC(C)(C)C(=O)O)=C(SC(C)(C)C)C4=CC(OCC5=CC=C(C)C=N5)=CC=C43)C=C2)C=N1
DFQNSXQWRIMKRB-UHFFFAOYSA-N,1.4106085425683679,25.74,,,,,NC1=CC=NC(N2CCC(C(=O)NC3=CC=C4C=CC=CC4=N3)(C3=CC=CC=C3)CC2)=C1
DFQZCTKEPHHJJW-UHFFFAOYSA-N,1.8318697742805017,67.9,,,2.896774157509429,788.45,CC1=CC(C2=CN=C3C=C(C4=CC=C(N5CCN(C)CC5)C=C4)C=CN23)=C2C=C(F)C=CC2=N1
DFRVWTIOYADLSM-UHFFFAOYSA-N,1.8605775512444156,72.54,1.7737864449811935,59.4,,,CN1CCC2=C(C=NN2C2=CC(CC3=CC(F)=CC(C(F)(F)F)=C3)=CC=N2)C1=O
DFWBUMFMCGXLEW-HZPDHXFCSA-N,1.8085485512404054,64.35,2.7480328941301435,559.8,,,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCC3=C(C2)C2=CC=CC(F)=C2N3)CC1
DFWNNELCVCRXRQ-UHFFFAOYSA-N,0.9777236052888477,9.5,,,,,CC(=O)N1CCC(C2=C(C3=CC=NC=N3)C(C3=CC=C(Cl)C=C3)=NN2)CC1
DFXNLRWQUVXPOY-UHFFFAOYSA-N,0.11394335230683679,1.3,1.437750562820388,27.4,0.6812412373755872,4.8,NCCNS(=O)(=O)C1=CC=C(NC2CCCCC2)C(NCC2=CC=CC=C2)=C1
DGAOYSRDESZCLV-INIZCTEOSA-N,1.0681858617461617,11.7,1.7737864449811935,59.4,,,COC1=CC=C(C2=C(C(=O)N3CCC[C@H]3CO)C=C3C=CC=NN23)C=C1
DGAWUPZWGOHIQW-UHFFFAOYSA-N,,,0.3979400086720376,2.5,,,CN(C)CC1=CC=C(CN2CCN(S(=O)(=O)C3=CC=C(Cl)C=C3)CC2)C=C1
DGAWYBIEBJUVHR-LBPRGKRZSA-N,,,,,1.5797835966168101,38.0,CS(=O)(=O)C1=C(C#N)C=CC2=C1NC=C2C1=NC(N[C@H]2CCCNC2)=NC=C1C(F)(F)F
DGCCKTUDIPJMOT-UHFFFAOYSA-N,0.9030899869919435,8.0,1.9822712330395684,96.0,,,CC1=CC(=O)NC(C2=CC(OC3=CC=C(S(C)(=O)=O)C=C3)=CC(OC(C)C)=C2)=N1
DGCYBRDAKZFTDA-PVPMGCCUSA-N,1.0413926851582251,11.0,1.2041199826559248,16.0,,,C[C@@H]1CC2=C(NC3=C(F)C=CC=C23)[C@@H](C2=C(F)C=C(NC3CN(CCCF)C3)C=C2F)N1CC(F)(F)CO
DGDLNUFRVVEPHC-UHFFFAOYSA-N,0.9208013818256542,8.333,,,,,COC1=CC(OC)=C(F)C(N2CC3=CN=C4NC(O)=CC4=C3N(C)C2=O)=C1F
DGDPBRUTRCRWFD-IBGZPJMESA-N,3.052270596656749,1127.9,,,3.0747067564718673,1187.7,COC1=CC=C(CN2CCC[C@H](OCC3=CC=C(C)C=C3)C2)C=C1F
DGEATJGDNHUNIL-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,COC1=CC=C(C2=CC(C3=CC=C(NS(C)(=O)=O)C=C3)=CN=C2N)C=N1
DGEILIRHSDUTDK-XTEPFMGCSA-N,1.2442771208018428,17.55,1.1947917577219245,15.659999999999998,2.160933490460957,144.855,CCNC1=CC(C(=O)N[C@@H](CC2=CC=CC=C2)[C@H](O)CNCC2=CC=CC(C(F)(F)F)=C2)=C(F)C(N2CCCCS2(=O)=O)=C1
DGENZVKCTGIDRZ-UHFFFAOYSA-N,-0.06258241852286221,0.8657999999999999,0.6170003411208989,4.139999999999999,,,O=C(O)CCC1=CC=C(NCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1
DGHAHFNJROJTII-UHFFFAOYSA-N,2.2750117377780112,188.37,1.4014005407815442,25.2,,,COC1=CC(C(=O)NS(C)(=O)=O)=C(F)C=C1C1=CN=C(OC2CCC2)C(Cl)=C1
DGHAUZFDWIZFRM-HXUWFJFHSA-N,1.255272505103306,18.0,,,1.792391689498254,62.0,C[C@H](CC(=O)N1CCC(O)(CN2C=NC3=C(C4=CC=C(CN)C=C4)N(C)N=C3C2=O)CC1)C1=CC=CC=C1
DGIGAYPQXQSHGW-IAGOWNOFSA-N,1.7494270991217489,56.16,3.140633725134818,1382.4,,,CCN(CC1=CC(=O)N(C[C@H]2C[C@@H]2C#N)C(C)=C1)C1=CC=C(F)C=C1
DGIHILWHEUNSHI-UHFFFAOYSA-N,1.6839471307515121,48.3,,,1.9561684304753633,90.4,FC1=CC(COC2CCN(CC3=CC=C4NC=NC4=C3)CC2)=CC=C1Cl
DGJMHKMYSDYOFP-MRXNPFEDSA-N,2.556877560063102,360.47700000000003,,,,,C=CC(=O)N1CCC[C@@H](N2N=C(C3=CN(CC(F)(F)C4=CC=CC=C4)N=N3)C3=C(N)N=CN=C32)C1
DGLAILDSPYOZLT-GDLZYMKVSA-N,0.3692158574101428,2.34,1.9365137424788934,86.4,,,NC(=O)N(O)CCC#CC1=CC=C(OCCN2CCN([C@H](C3=CC=CC=C3)C3=CC=C(Cl)C=C3)CC2)C=C1
DGLALYQAWDPULS-UHFFFAOYSA-N,,,,,1.0398897977361814,10.961999999999998,O=C(NC1=CC=C(F)C(C2=CC3=NC(N4CCOCC4)=CN=C3O2)=C1)N1CCCC1
DGLNBTVSTJCTTO-UHFFFAOYSA-N,1.0,10.0,,,,,O=C(NC1=CC=C(OC2=CC=C(F)C=C2)C=C1)N1CCC2=C(C=CS2)C1C1=CC=C(Cl)C=C1
DGMLPQYMRCLNCG-MHZLTWQESA-N,1.7924617313469506,62.01,,,3.501752620605118,3175.065,COCCOC1=CC=C(C2=CC=C(C(=O)N[C@H]3CCC4=C(C)C=CC(N5CCN(C)CC5)=C4C3)C=C2)C(C)=C1
DGMSYKMQSGSXEH-KQQUZDAGSA-N,,,1.5932860670204574,39.2,,,CC(C)CCN1C=CN=C1/C=C/C(=O)/C=C/C1=NC=CN1CCC(C)C
DGNSAATWNZSFAE-UHFFFAOYSA-N,-1.0457574905606752,0.09,,,,,CC1=CC(CN2N=CN(C3=CC=C(OC(F)(F)F)C=C3)C2=O)=CC(C(F)(F)F)=C1OC(C)(C)C(=O)O
DGOLQKDWHOHSFK-UHFFFAOYSA-N,0.9633155113861113,9.19,1.243781916093795,17.53,1.9395691686559016,87.01,CCOC1=CS(=O)(=O)C2=CC3=C(NC4=CC=C5SC=NC5=C4)N=CN=C3C=C12
DGOLVHDXBFRZLF-CFVMTHIKSA-N,0.5910646070264992,3.9,0.785329835010767,6.1,1.146128035678238,14.0,O[C@@H]1C2=NN=CN2CC[C@H]1[C@H]1C2=CC=CC=C2C2=CN=CN21
DGOSBQFZHGXKLM-UHFFFAOYSA-N,1.5866998016240492,38.61,,,,,CC1=CC=C2N=C(CCNCCCO)C=CC2=C1NC(=O)CC12CC3CC(CC(C3)C1)C2
DGPGXHRHNRYVDH-UHFFFAOYSA-N,1.0975696394313712,12.518999999999998,2.5337974698403234,341.82,,,CC1=CC(OCCN2CCOCC2)=NN1C1=CC=C2C=CC=CC2=C1
DGPLKIFFYFAJEC-UHFFFAOYSA-N,0.5314789170422551,3.4,,,,,CC(SC1=NC(C2=CC=C(Cl)C(F)=C2)=C(C#N)C(=O)N1)C(=O)NC1=CC=C(S(N)(=O)=O)C=C1
DGQKWWFLCPUDRG-UHFFFAOYSA-N,2.3010299956639813,200.0,,,,,COC1=CC=C(C2=CC=C3C(=O)OCC3=C2)N2N=C(C3(C(=O)OC4CCCCCC4)CC3)N=C12
DGQXILANHZTODU-AWEZNQCLSA-N,1.1248301494138593,13.33,1.7658919764300154,58.33,,,CCCC[C@@](C)(CO)NC1=NC(N)=NC2=CC=CN=C12
DGQXILANHZTODU-CQSZACIVSA-N,1.1248301494138593,13.33,1.7658919764300154,58.33,,,CCCC[C@](C)(CO)NC1=NC(N)=NC2=CC=CN=C12
DGRFHIHEGACPLB-ZIAGYGMSSA-N,,,,,2.45178643552429,283.0,COC1=CC([C@@H](C)NC(=O)N2CCN(C3=CC=NC=C3F)C[C@H]2C)=CC=C1F
DGRMFLXQNNVVGB-UHFFFAOYSA-N,1.3234583668494677,21.06,,,,,CN1CCC(N2C=C(NC3=NC(OC4(C)CC4)=C4N=C(C5=NN(C)C=C5)C=CC4=N3)C=N2)CC1
DGSMEFWSLXFLQA-UHFFFAOYSA-N,,,,,2.4439901151130377,277.965,O=C(NC1=CC=CC=C1Cl)C1=CN=C2C=CC(C3CCNCC3)=CN12
DGUJFZGHWXTQGW-INIZCTEOSA-N,,,,,1.8129133566428555,65.0,C[C@H](O)COC1=CC=C2SC3=C(C4=CC(=O)C=C(N5CCOCC5)O4)C=CC=C3CC2=C1
DGVDBEGSUSZBRM-UHFFFAOYSA-N,1.3636119798921444,23.1,,,1.6946051989335686,49.5,O=C(C1=CC2=CC=CN=C2N1C1=CC=NC(F)=C1)N1CC(F)C1
DGVNGMXASUNRAO-VWLOTQADSA-N,1.0224283711854865,10.53,,,1.706675118700799,50.895,O=C(O)C1=CC=C(NC(=O)[C@H](C2CCCCC2)N2C(C3=CC=C(Cl)C=C3)=NC3=CC(F)=C(F)C=C32)C(F)=C1
DGWJNQHPEZUJAH-UHFFFAOYSA-N,,,1.7024305364455252,50.4,,,CCS(=O)(=O)NC1=CC=C(CNC(=O)C2=CC=C(C(C)(C)C)C=C2)C(Cl)=C1
DGXJFWWJVWEXDZ-UHFFFAOYSA-N,2.106870544478654,127.9,,,,,CN(CC1=NN=C(C2=CC=CC=C2)S1)C1=NC(=O)C2=CC(S(C)(=O)=O)=CC([N+](=O)[O-])=C2S1
DGXMYERPSYFYER-UHFFFAOYSA-N,1.8085485512404054,64.35,,,,,CN(C1=CC=CC=C1)C1=CN=C(NCC2=C(F)C=CC3=C2CCO3)N2C=NN=C12
DGXRMQACSNETBM-UHFFFAOYSA-N,1.4483971034577676,28.08,1.6532125137753437,45.0,2.634124451552187,430.65,CC1=NN=C2C(C)CN(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N12
DGXUBNJTSDKMNH-OQIWPSSASA-N,1.146128035678238,14.0,1.5797835966168101,38.0,,,NC(=O)C1=CC=CC(C2=CN=C(NC[C@]3(C4=NC=CC=C4F)C[C@H](F)C3)N=C2)=C1
DGYIAFQHXWQVNC-FQEVSTJZSA-N,2.6989700043360187,500.0,,,3.2130739389926775,1633.33,CNC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(Cl)C(COC2=CC=CC3=C(C(F)(F)F)C=C(C(C)C)N=C23)=C1Cl
DGYNULKJZDIPOV-UHFFFAOYSA-N,1.8535156967569286,71.37,,,,,O=C(C1=CSC=N1)N1CCC(OC2=NC=NC3=C2C=CN3CC2=CC=CC=C2)CC1
DGYPJPWVSOMXMM-SFHVURJKSA-N,1.0681858617461617,11.7,,,,,C[C@H](NC1=C(C(N)=O)N=NC2=CC=C(C3=CC=C(OCCCN4CCCC4)N=C3)C=C12)C1=NN(C)C=C1
DGZAIOIACFTCHB-UHFFFAOYSA-N,1.724275869600789,53.0,,,2.469822015978163,295.0,CC1=C(COCCCCOCC2(C)COC2)NC2=CC=CC=C2C1=O
DHBTXPTVUZYWIA-UHFFFAOYSA-N,-0.028724151261894745,0.936,0.6532125137753437,4.5,,,CC(C)S(=O)(=O)NCC1=CC=C(N2N=C(C(F)(F)F)C3=C2CCCC3)C=C1
DHCOPPHTVOXDKU-UHFFFAOYSA-N,1.4106085425683679,25.74,,,,,CCC1=NN(C2CCCC2)C2=C1CCN1C(C3=CC=CS3)=NN=C21
DHCYYDGXQROLDP-UHFFFAOYSA-N,1.5595475555804343,36.27,1.8573324964312685,72.0,,,CC1=NN(C2=CC=NC(CC3=CC(F)=CC(C(F)(F)F)=C3)=C2)C2=C1C(=O)NCC2
DHEGINSNNQMBER-UHFFFAOYSA-N,,,0.8750612633917001,7.5,,,COC1=CC=C2N=C(C)C=C(OCC(=O)NC3=CC=C(N4CCCCC4)C=C3)C2=C1
DHEZRQRSUXRJKX-MSOLQXFVSA-N,2.3735372311927856,236.34,,,,,C=CC(=O)N[C@@H]1CC[C@H](NC2=NC=NC(N)=C2C2=CC=C(OC3=CC=CC=C3)C=C2)C1
DHIYEBSGCJDNQX-FQEVSTJZSA-N,1.2143138974243997,16.38,2.184691430817599,153.0,,,O=C(N[C@@H](C1=CC=CC=N1)C1=NC=CC=C1C(F)(F)F)C1=CC=C2C=CC=NC2=C1
DHJLVNDEWZLWNB-IAGOWNOFSA-N,1.390405156480081,24.57,,,,,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(C3=NC(C4CC4)=CS3)CC2)CC1
DHKFOIHIUYFSOF-UHFFFAOYSA-N,0.8463371121298052,7.02,1.823474229170301,66.6,,,CCN1C(=O)C(C2=CC=C(Cl)C=C2Cl)=CC2=CN=C(NC3=CC=C(N4CCNCC4)C(F)=C3)N=C21
DHKXWTFBDZEDBL-UHFFFAOYSA-N,1.4483971034577676,28.08,,,,,CNC(=O)C1=NC=C(C2=CN=C(NCC3=C(F)C=CC4=C3CCO4)C3=C2C(=O)NN=C3)N1C
DHLVUBGOMDKOGF-CTYIDZIISA-N,0.9132839017604184,8.19,,,,,C[C@H]1CC[C@H](NC(=O)C2=CN=C(N3CCC(CO)CC3)C=N2)CC1
DHMLSFBRADUDIF-UHFFFAOYSA-N,,,,,2.0551297642929183,113.535,O=C(CSC1=NC=NC2=C1SC(Cl)=C2C1CC1)N1CCN2C=NN=C2C1
DHMMQCJCZXAHQH-IBGZPJMESA-N,0.8810992183890172,7.6049999999999995,,,,,CC(=O)NC1=CC=C(O)C=C1OC[C@@H](O)CN1CCC2(CC1)CC1=CC(F)=CC=C1O2
DHNKGZRZFTXMAC-UHFFFAOYSA-N,2.244277120801843,175.5,,,,,CSCCC(NC(=O)C1=CC=CC=C1)C1=NC2=CC=CC=C2N1CC1=CC=C(C#N)C=C1
DHORDYKHWHRVDT-UHFFFAOYSA-N,1.5305838596451178,33.93,,,,,CCC1(CC)C(=O)NC(=O)N1C1=CC(C)=C(CCS(=O)(=O)N2CCC3(CC2)N=C(C2=CC=C(OC(F)(F)F)C=C2)NC3=O)C(C)=C1
DHPIMHFFFCMLQJ-UHFFFAOYSA-N,1.52283531366053,33.33,2.0,100.0,,,N#CC1=CC=C(C2=CC=C3C(=C2)C=CC(=O)N3CCN2CCCCC2)C=C1
DHQXWGLSHGBIEK-NRFANRHFSA-N,,,2.6462076122066853,442.8,,,CC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)C1=NC(C2=CC=C(Cl)C=C2)=CN1
DHTAHLOHNJKTIE-JSGCOSHPSA-N,1.60422605308447,40.2,,,,,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(C2=NC3=CC(Cl)=C(C(F)F)C=C3O2)CC1
DHUGCEREBSKVDJ-UHFFFAOYSA-N,2.250420002308894,178.0,,,,,COC1=CC2=NC=NC(N(C)C)=C2C=C1OCCC1=CC=C2C=CC=CC2=N1
DHVGGWOJZQLBEO-SANMLTNESA-N,0.670245853074124,4.68,,,,,CC(C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N1CC[C@H](OC2=CC=C(O)C=C2)C1
DHVRTFMBTRRBRG-JTQLQIEISA-N,,,,,1.5763413502057928,37.7,O=C(O)[C@H]1CCN(C2=CC=C3C(=O)C4=CC=CC(Cl)=C4OC3=C2)C1
DHVRTFMBTRRBRG-SNVBAGLBSA-N,,,,,1.5976951859255124,39.6,O=C(O)[C@@H]1CCN(C2=CC=C3C(=O)C4=CC=CC(Cl)=C4OC3=C2)C1
DHVRTFMBTRRBRG-UHFFFAOYSA-N,0.7923916894982539,6.2,,,1.5831987739686226,38.3,O=C(O)C1CCN(C2=CC=C3C(=O)C4=CC=CC(Cl)=C4OC3=C2)C1
DHXKRMSKXLDZGY-UHFFFAOYSA-N,0.7781512503836436,6.0,0.8450980400142568,7.0,1.380211241711606,24.0,CC(C)C1=C(C2=CC=CC=C2)NC2=C(C#N)C=NN2C1=O
DHXMMCBBFYWCNV-UHFFFAOYSA-N,1.8881901685544795,77.30189999999999,,,,,CCOC(=O)NC1=CC2=C(N=C(C3=CC=CC=C3)CCN2)C(N)=N1
DIAXGSXBDZNLPK-UHFFFAOYSA-N,2.037426497940624,109.0,2.164352855784437,146.0,,,CC1=NC=CC(NC2=CC(NC3CCN(C4=CC=C(C#N)C=C4)CC3)=C(C(N)=O)C=N2)=N1
DICPGMOKBHQFRK-GOSISDBHSA-N,2.828595456371702,673.9,,,2.9826329943948497,960.8,COC1=CC=C(CN2CCC[C@@H](OCC3=CC=C(F)C(C)=C3)C2)C=C1F
DICPGMOKBHQFRK-SFHVURJKSA-N,2.9839869219651898,963.8,,,3.380211241711606,2400.0,COC1=CC=C(CN2CCC[C@H](OCC3=CC=C(F)C(C)=C3)C2)C=C1F
DICVVUCQTSNJLU-ZIAGYGMSSA-N,1.5797835966168101,38.0,1.99563519459755,99.0,,,COC1=CC(OCC2=CC=NC(N)=C2Cl)=CC2=C1N=C(N[C@@H]1CCCC[C@H]1O)S2
DIDCUOGCZYTDKE-VIFPVBQESA-N,3.9255183581774302,8424.0,4.259593878885949,18180.0,4.437829806408219,27405.0,COC1=CC2=C(C=C1Cl)C=C([C@H](C)NC1=NC=C(C#N)C(OC)=N1)C(=O)N2
DIFMWLRNQWEWOL-UHFFFAOYSA-N,1.1650958747542182,14.625,,,,,CC1=C(C)N2C(=O)C=C(CN3C=NC4=CC=CC=C43)N=C2S1
DIGKZBFXEHAQBV-UHFFFAOYSA-N,0.9712758487381052,9.36,1.1846914308175989,15.3,,,CC1=CC=C(CN2C(=O)NC3=C(N)N=C(OCC4CCOCC4)C=C32)C=N1
DIIKMUVYXIJPJH-SFHVURJKSA-N,0.9030899869919435,8.0,,,,,O=C(NCC1=CC=C(S(=O)(=O)N2CCC[C@H](O)C2)C=C1)N1CC2=CC=NC=C2C1
DIIRGFRZMVBYSW-LBPRGKRZSA-N,,,,,1.5797835966168101,38.0,CP(C)(=O)C1=CC=CC2=C1NC=C2C1=NC(N[C@H]2CCCNC2)=NC=C1C(F)(F)F
DIKKTLPJDURHSW-UHFFFAOYSA-N,,,2.3010299956639813,200.0,,,CN1CCC2=C(C=CC=C2C(=O)NCC2(N3CCN(C4=CC=CC=C4)CC3)CCCCC2)C1
DIKNQMIECYMTBP-CIEDQVTBSA-N,0.670245853074124,4.68,0.7466341989375788,5.58,,,O=C1O[C@]2(CC[C@H](CNC3=NC(C4=CC=CC=N4)=CS3)CC2)CN1C1=CC=CC=N1
DIKZOMSAKDGCJP-UHFFFAOYSA-N,2.513790065019759,326.43,2.3344537511509307,216.0,,,COC1=CC2=NC=CC(CN3CCC4=C(C=CC=C4C(=O)NC4=CC=C(F)C(C(F)(F)F)=C4)C3)=C2C=C1OC
DIMALNWQSQDLJJ-IBGZPJMESA-N,1.3820170425748683,24.1,,,1.8976270912904414,79.0,CC1=CC(NC2=NNC(C)=C2)=NC(N2CCC3(CC2)OCCN([C@@H](C)C2=CC=C(N4C=C(F)C=N4)N=C2)C3=O)=N1
DIMLXAZFUWCAKB-UHFFFAOYSA-N,2.405844752772304,254.592,,,,,CS(=O)(=O)N(CC1=CC=CN=C1)C1=CC=C(C2=CC=C(F)C=C2)C=C1F
DIOCXRBFLNWCKW-UHFFFAOYSA-N,1.5996647787884168,39.78,,,,,O=C(NC1=CC=CC(C(F)(F)F)=C1)N1CCC2(CCN(C(=O)C3=C(F)C=CC=C3F)CC2)C1
DIPLNRQADIPKHH-UHFFFAOYSA-N,0.5453071164658241,3.51,,,,,CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CCC(C2=CC=CC=C2)C2=CC=C(C#N)C=C2)CC1
DIPLSSSKOMYGTF-UHFFFAOYSA-N,,,1.4014005407815442,25.2,,,CC1=C(Cl)C2=NC(C(F)(F)F)=C(C#N)C(N3CCC(N)CC3)=C2N1
DIPRPJOBKLUDNB-UHFFFAOYSA-N,1.1095785469043866,12.87,,,,,O=C(O)COC1=CC=C(C(F)(F)F)C=C1C1=CC=C(Cl)C=C1
DISRGUXSEDBDDN-HNNXBMFYSA-N,1.4831592097169797,30.42,,,,,COCC1=CC=C(C2=CC=C3N=CC(C(N)=O)=C(N[C@@H](C)C4CCOCC4)C3=C2)C=N1
DISVMXDWAMMVLT-UHFFFAOYSA-N,1.5781943746863965,37.861200000000004,,,,,O=C1C2=C3CN(CC4=CC=CC=C4)CCCN3C(=O)C=C2NN1C1=CC=CC=C1Cl
DITQXHOILRJOOM-UHFFFAOYSA-N,2.9622130183603903,916.67,3.4771212547196626,3000.0,,,CC1=CC=CC=C1NC1CN(S(=O)(=O)C2=CN(C)C=N2)CC1C1=CC=CC=C1
DIVWBPDXMBOOBX-UHFFFAOYSA-N,1.2143138974243997,16.38,,,,,CC1=C2C=C(C(=O)N3CCC4(CC3)CC3=CN(C(C)(C)C)N=C3C(=O)N4C)C=C(C)C2=NN1
DIXSEWSBXAEKKY-OAHLLOKOSA-N,0.5453071164658241,3.51,,,,,O=C(NC[C@@H](O)CN1CCC(OC2=CC=C(Cl)C(Cl)=C2)CC1)C1=CNC2=CC=CC=C12
DIYQHXAHSSLPHW-UHFFFAOYSA-N,0.5453071164658241,3.51,,,,,CCC(CC)NC(=O)C1=C(NS(=O)(=O)C2CCCC2)N(C2=CC=CC=C2)N=C1
DIZFEDMSJMKBIB-UHFFFAOYSA-N,,,,,2.1837963734204613,152.685,O=C(CC1=CC=C(C(F)(F)F)C=C1C(F)(F)F)N(CC#CC1=CC=CC(=O)N1)C1=CC=CC=C1
DIZVQZJZOKIMBX-GAJHUEQPSA-N,2.2430380486862944,175.0,,,,,C[C@H]1C[C@]2(CCN1CC1=CC=C3NC=CC3=C1)CN(C)S(=O)(=O)N2C1=CC=CC(F)=C1
DJBNUMBKLMJRSA-UHFFFAOYSA-N,0.5453071164658241,3.51,,,,,O=C(NCC1CCCCN1)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F
DJCHWVDAPJYQPQ-UHFFFAOYSA-N,,,1.510545010206612,32.4,,,O=C1NCC2C3=C(C=CC=C13)CCN2C(=O)CN1CCCCC1
DJFCVWKVRXLZFF-UHFFFAOYSA-N,1.4831592097169797,30.42,,,,,CC(C)(C)CCC1(C(=O)C2=CN=C(N)C(Cl)=C2)CCNC1
DJGQOODZEKLFFH-IBGZPJMESA-N,1.3537431707539354,22.581,,,,,CC1(C)CN(CC2=NN=C(C3=CC=CC=C3)O2)C(=O)[C@@H]1OC1=CC=C(C#N)C(C(F)(F)F)=C1
DJGUBJNSDYCHOS-UHFFFAOYSA-N,1.5161379150857326,32.81995,,,2.078600622569193,119.839675,CN1N=CC=C1C(=O)N1CCCC(C2=CC3=NC=CC=C3N2)C1
DJHVINVBCJUYRT-VSGJHWFKSA-N,1.0413926851582251,11.0,,,,,CN1C(CN2C[C@@H]3C(COC4=CC=CC(C5=CC=CC=C5)=C4)[C@@H]3C2)=NC2=CC=CC=C21
DJIKUSMBQDBTBQ-WBMJQRKESA-N,,,1.6720978579357175,47.0,,,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N1C=C(C#N)C2=CN=C3NC=CC3=C21
DJKTUOFJPXSXPC-UHFFFAOYSA-N,-0.23284413391781958,0.585,1.4313637641589874,27.0,,,CC1=CC=CC(C)=C1COC1=CC(N2C=CC=CC2=O)=CN2C(C)=C(C)N=C12
DJMKOSVGYADADE-HXUWFJFHSA-N,0.34693946269899056,2.223,,,0.6342353682893254,4.307600000000001,O=C(NC1CC1)C1=CC=C(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1
DJNRKTUBAIUYNC-UHFFFAOYSA-N,1.816373888752362,65.52,,,,,CCCOC1=CC=CC(CN2C(C(=O)NCC(C)(C)CO)=CC3=CC(C#N)=CC=C32)=C1
DJOSRQKBBTXJBM-TTZDDIAXSA-N,2.161607546908397,145.08,,,,,CCN(C)C(=O)N1C[C@@H]2[C@H](C1)[C@H]2C(=O)N[C@H]1CCN(C2=NC=CC3=C2N=CS3)C1
DJQGMNDCOYIQGN-UHFFFAOYSA-N,1.6479694583629718,44.46,,,2.3210855484151907,209.4525,CC1=CC(NC2=NN(C3CC3)C3=CN=C(S(=O)(=O)N4CCOCC4)C=C23)=CC=C1F
DJRDLCHHQYHQQK-UKIBZPOASA-N,0.6989700043360189,5.0,,,,,CC(C)CNC(=O)[C@H]1C[C@@](F)(C2=CC=C(CN3CCCC3)C(F)=C2)C1
DJTINRHPPGAPLD-DHDCSXOGSA-N,0.6720978579357175,4.7,,,1.3159703454569178,20.7,O=C(O)C1=CC=C(/C=C2\SC(=S)N(CC3=CC=CC(C(F)(F)F)=C3)C2=O)C=C1
DJTNWDPUBNJDLM-QZTJIDSGSA-N,1.6809697184658972,47.97,,,,,CN1C[C@H]2C[C@@H]1CN2C1=NC=C(C2=CC=C3C(NC4=CN=CC=N4)=CC=NC3=C2)C=N1
DJTNWDPUBNJDLM-ROUUACIJSA-N,1.6363875858131567,43.29,,,,,CN1C[C@@H]2C[C@H]1CN2C1=NC=C(C2=CC=C3C(NC4=CN=CC=N4)=CC=NC3=C2)C=N1
DJUMIBAWSMGVLY-CLOONOSVSA-N,1.1238516409670858,13.3,,,,,CNCC(=O)N[C@H](C1=CC=CC(F)=C1N1CCN(C(=O)[C@H](C)CC2=CC=C(Cl)C=C2)CC1)C(C)C
DJWGTNCIAUYYCQ-UHFFFAOYSA-N,1.0,10.0,1.462397997898956,29.0,1.7993405494535817,63.0,CC(C)N1N=CN=C1C1=CC2=C(S1)C1=CC=C(C(N)=O)C=C1OCC2
