OPENADMET_INCHIKEY,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM,OPENADMET_CANONICAL_SMILES
WADIFDYQVFCKFK-UHFFFAOYSA-N,,,,,1.706675118700799,50.895,CCCCCOC1=CC=C(C2=NC(CNC(C)CCCCC)=CO2)C=C1
WADUGMWGTNMWRD-UHFFFAOYSA-N,1.0681858617461617,11.7,,,2.136799810744238,137.025,CC(C)(O)C1=CC=C(C2=CN3C=CC=C3C(=O)N2)C=C1
WAEXFXRVDQXREF-UHFFFAOYSA-N,0.6724119148306317,4.703399999999999,,,0.902361933819861,7.986599999999999,O=C(CCCCCCC(O)=NO)NC1=CC=CC=C1
WAIIWEMCNMMQNI-UHFFFAOYSA-N,0.670245853074124,4.68,1.3692158574101427,23.4,,,CC(C)C1=NOC(N2CCC(OC3=CC(N4CCC5=CC(N6CCC(O)CC6=O)=CC=C54)=NC=N3)CC2)=N1
WAJYOJVNNBMVIM-AUSIDOKSSA-N,2.1095785469043866,128.7,,,,,CC(=O)N1CC[C@@H](NC2=CN=CC(C(=O)C3=CN(C(C)C)C4=NC=NC(N)=C34)=N2)[C@H]1C1=CC=CC=C1
WALXJMMKSMGUFF-GOCISWIWSA-N,1.5185139398778875,33.0,,,,,CC(C)[C@H](NC(=O)COCCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)CC1=CC=C(NC(=O)[C@H](CC2=CC=CC=C2Cl)NC(=O)C(F)(F)C2=CC=CC=C2)C=C1
WAMGMBQXLMDUCU-DNVCBOLYSA-N,-1.679853713888946,0.020900000000000002,,,,,COC1=CC=C(NC(=O)N[C@@H]2CCN(C)[C@@H](C3=NC4=CC=CC=C4N3)C2)C=C1
WAMORTISASPDPO-UHFFFAOYSA-N,0.9712758487381052,9.36,,,,,CCN1C=NC2=C(C3=CC=C(F)C(C4=CC=C(S(=O)(=O)CC)C=C4F)=C3)C=NN=C21
WAMXFJYWIXSXFZ-UHFFFAOYSA-N,,,,,1.8480042714972682,70.47,NC1=NC(SCCO)=NC(C2=C(Cl)C=C3COCC4=C3C2=CC=C4)=N1
WAOGQORHVHHTAW-UHFFFAOYSA-N,2.0413137153458605,109.98,,,,,O=C(COCC1=CC=CC=N1)N1CCN(C2=CC=C(Cl)C=C2Cl)CC1
WAPPDJVNPDRYEP-UHFFFAOYSA-N,,,0.5976951859255123,3.9600000000000004,,,CC1=CC(NC(=O)OC(C)(C)C)=NN1CC1=CC(Cl)=CC=C1OCC1=CC=CC=C1
WARQBAZBLABDHF-BPGUCPLFSA-N,1.1473671077937864,14.04,1.8350561017201164,68.4,,,O=C(CC1=CC=C(Cl)C=C1)N[C@H](CC1=CC=C(Cl)C=C1)C(=O)NC1CCCNCC1
WASVOWHKQQFANQ-UHFFFAOYSA-N,,,,,1.972943008105568,93.96,FC(F)(F)C1=CC(C2=NN=CO2)=CC=C1Cl
WAUOSDUSMVNOQK-UMSFTDKQSA-N,2.545307116465824,351.0,,,,,COC1=CC=C2NC(C)=C(CC(=O)N[C@@H](CCCCCC(C)=O)C(=O)NCCC3=C(C4=CC=CC=C4)NC4=CC=CC=C34)C2=C1
WAXFWSOAIMXGIZ-IBGZPJMESA-N,1.4116197059632303,25.8,,,,,COC1=CC=CC(OC)=C1C1=CC(C(=O)N[C@@H](CCN2CCCCC2)CC(=O)NC2=NNN=N2)=NN1C1CCCC1
WAXIJYQPSKCFCV-UHFFFAOYSA-N,2.140067869052287,138.06,,,2.6826368778333602,481.545,CCCCC(OC1=CC(N(C)C2=NC(C)=NC3=CC=CC=C23)=CC=C1OC)C(O)=NO
WAYNNTRFJIBVSS-BQYQJAHWSA-N,1.5733358400660675,37.44,1.9628426812012425,91.8,,,CC(C)CCS(=O)(=O)NC(=O)/C=C/C1=CC(OC(C)C)=NN1CC1=CC=C(C(F)(F)F)C=C1Cl
WAZOFYYWAQHTQZ-UHFFFAOYSA-N,,,,,2.3592661646067485,228.7,C=CC(=O)NC1=CC=C(S(=O)(=O)N2CCN(C(=O)C3CCCC3)CC2)C=C1
WBANUGXLMVIJLV-UHFFFAOYSA-N,1.6367886890343748,43.33,,,2.583572809143774,383.33,CCOC1=CC(NC(=O)NCC2=CC(C)=C(C3=CN(C)N=C3C(F)(F)F)N=N2)=CC(Cl)=N1
WBBGFRCRZXKADB-UHFFFAOYSA-N,,,1.5563025007672873,36.0,,,CS(=O)(=O)NC1=CC=C(CNC(=O)C2=CC=C(N3CCCCC3)C=C2)C(Cl)=C1
WBCFSMUTNGAFGW-UHFFFAOYSA-N,0.38021124171160603,2.4,,,1.5809249756756194,38.1,CC(C)C1=NOC(C2=CC=CC(CNC3=CC=C4NN=C(C(=O)O)C4=C3)=C2O)=N1
WBCKALDCBMUXOY-UHFFFAOYSA-N,2.0,100.0,3.380211241711606,2400.0,,,O=C(COC1=CC=C2C=C(OC3=CC=CC=N3)C=CC2=N1)N1CCCCC1
WBFCQBBITSNDBB-UHFFFAOYSA-N,1.9822712330395684,96.0,,,,,O=C1CCC2=CC=C(NC(=O)C3=CC=C(C4=CC=CC=C4)C(CN4CCCCC4)=C3)C=C2N1
WBHJOSGWNQHLCM-HKBQPEDESA-N,1.2750117377780115,18.837000000000003,,,,,COC1=CC=C(CNC(=O)C2=CC=C(OC3=CC=C(C#C[C@]4(O)CN5CCC4CC5)C=C3)C=C2)C(OC)=C1
WBJTWJHZOLJOHZ-NUHJPDEHSA-N,1.0969100130080565,12.5,1.730782275666389,53.8,1.568201724066995,37.0,CC(=O)C(C#N)C(=O)NC1=CC(O[C@@H](C)C(F)(F)F)=C(C(=O)NC2=C(F)C=CC=C2Cl)C=C1F
WBMGODYTCHLZEL-UHFFFAOYSA-N,,,,,0.9906717750659998,9.7875,O=C(NC1=CC=C(F)C(C2=NC3=NC=C(C4=CC=CC=C4)N3C=C2)=C1)N1CCCC1
WBMUGBKHYDZOGR-UHFFFAOYSA-N,0.0,1.0,,,,,N#CC1=C(C2=CC=C(S(=O)(=O)NC3(C(F)(F)F)CC3)C=N2)N(C2CCC2)C2=CC(OC(F)F)=CC=C12
WBPFPTAHQSCXJH-GFCCVEGCSA-N,1.784189205380961,60.84,2.6426623314420357,439.2,,,CCC1=CN=C(N2CC[C@@H](CN3N=NC4=C(N)N=C(C5CC5)N=C43)C2)N=C1
WBTHSHILSDFASZ-UHFFFAOYSA-N,1.9006947744523979,79.56,,,,,CC1=CC2=NC=NN2C=C1NC1=NC=C2C(=N1)N(C1CCC(F)(F)CC1)C(=O)N2C
WBUCFEOIQMRVHB-UHFFFAOYSA-N,-0.23284413391781958,0.585,0.6170003411208989,4.139999999999999,,,COC(=O)NC1=CC=CC(CCN2CCN(C3=CC=CC4=NC(C)=CC=C34)CC2)=C1
WBVFFDSDELAGSY-UHFFFAOYSA-N,,,,,1.8329557506045984,68.07,CN1C=C(CN2CC3(CCN(C4=NC=C(C(O)=NO)C=N4)C3)C2)C2=CC=C(C#N)C=C21
WBVLWNTYBPPISB-SJPCQFCGSA-N,0.724275869600789,5.3,,,,,C1=CC=C(OCC2[C@H]3CN(CC4=NC5=CC=CC=C5S4)C[C@@H]23)C=C1
WBVMIQAMORKYIV-UHFFFAOYSA-N,1.7213983755215052,52.65,,,3.477527130342943,3002.805,O/N=C(\NC1CCCCC1)C1=CC=CC=C1OC1=CC=CC=C1
WBVVHIRAJKMRLA-HNNXBMFYSA-N,1.691435152144062,49.14,,,,,CNC(=O)C1=NN=C2C=CC(C3=CC=C(COC)N=C3)=CC2=C1N[C@@H](C)C1CCOCC1
WBVXVMNKRUXMBF-HNNXBMFYSA-N,0.5910646070264992,3.9,1.3424226808222062,22.0,,,CC(C)[C@@H]1CNC(=O)C2=CC(C3=CC=NC(NC(=O)C4CC4)=C3)=NN21
WBWCRVDICXCMSW-UHFFFAOYSA-N,,,,,2.1490342671612495,140.94,CN1C(=O)N(CCC(C)(C)O)C2=CC(NC3=NC(N4CCC(F)(F)CC4)=NC=C3Cl)=CC=C21
WBYHCJMSVNIBNV-UHFFFAOYSA-N,-1.3872161432802645,0.041,,,-1.2518119729937995,0.056,CC1=CC=C(N2CCN(C)CC2)C2=C1CCN(C1=CC=C(C3=CC=C(C(C)(C)C)C=C3)C=N1)C2
WBYHTVFUIJNCEK-QGZVFWFLSA-N,1.4183012913197455,26.2,,,,,CC(C)CNCC1=CC=C(C2=CC=CC=C2S(=O)(=O)N2CCOC[C@H]2C)C=C1F
WBZBAOVCJATDCS-WJOKGBTCSA-N,0.5453071164658241,3.51,,,,,CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CC[C@H](C2=CC=C(S(C)(=O)=O)C=C2)C2=CC=CC(F)=C2)CC1
WCCAEYPMNBWANP-UHFFFAOYSA-N,0.5453071164658241,3.51,,,,,CC1=CC=C(NC(=O)C2=CN=CS2)C=C1N1C=NC2=CC=C(N3CCN(C)CC3)C=C2C1=O
WCCDPNHGMPXBNQ-DOTOQJQBSA-N,1.4831592097169797,30.42,,,,,CC(=O)N[C@@H]1CCC[C@H](C(=O)NC2=CC(C3=C4CC(C)(C)CN4N=C3)=C(C#N)C=N2)C1
WCEMRCSQVJUUEL-UHFFFAOYSA-N,1.9132839017604184,81.9,,,,,CC1CCN(C(=O)CC2CC2)CC1N(C)C1=NC=NC2=C1C=CN2
WCFBNVGQXVMWGW-UHFFFAOYSA-N,-0.18708664335714442,0.65,-0.3372421683184259,0.46,,,COC1=NC=C(N2CCOCC2)C=C1S(=O)(=O)NC1=CN=CC(C2=CC=C(CN3CCN(C(C)C)CC3)C=C2F)=C1
WCHJUNPRKBSVFY-UHFFFAOYSA-N,,,1.8463371121298053,70.2,,,COC1=CC=C2C(=C1)C(C1=C(C)N=C(NCC(F)F)N1)=CN2S(=O)(=O)C1=CC=CC=C1
WCJUHMIFNPLSSY-UHFFFAOYSA-N,1.335728623475377,21.6635,,,,,CC1=NN(C2=CC=NC3=C2N=C(C2=CC=CC4=C2C=CN4C)N3)C=C1CN(C)C
WCLWKXVXJPMHAF-UHFFFAOYSA-N,,,,,2.1380388828597865,137.4165,CC1=CC=C(CSC2=NC(N)=C3C4=C(CC(C(C)(C)C)CC4)SC3=N2)O1
WCNFDVUNFVSMEB-UHFFFAOYSA-N,1.140067869052287,13.806,,,,,O=C(NC1=CC=NN=C1)C1=CC(N2CC(F)C2)=CC=C1OCC1=CC=CC=C1
WCPYOTFKUUCNJW-UHFFFAOYSA-N,,,1.2237554536572413,16.740000000000002,,,CC(C)(C)C1=CC=C(C(=O)NCC2=C(F)C=C(NS(C)(=O)=O)C=C2F)C=C1
WCRCYESBYXYCRE-UHFFFAOYSA-N,,,,,1.8937617620579434,78.3,NC(=O)OCCSC1=NC(N)=NC(C2=C(Cl)C=C3COCC4=C3C2=CC=C4)=N1
WCTIJUBWNIDNOB-IBGZPJMESA-N,1.670245853074124,46.8,,,,,CC1=CN(C)N=C1[C@H](C)NC1=C(C(N)=O)N=NC2=CC=C(C3=CC=C(OCCCN4CCCC4)N=C3)C=C12
WCVHNSAVEPWGCQ-CVKSISIWSA-N,2.0071928235570407,101.67,,,,,C/C(=C1/C2=CC=C(CC3=C(C4CC4)N=C4C=C(Cl)C=CN34)C=C2COC2=CC(F)=CC=C12)C1=NC(=O)ON1
WCVTZIXMQSKYKR-UHFFFAOYSA-N,0.9030899869919435,8.0,1.5185139398778875,33.0,1.4913616938342726,31.0,CC1=CC=C2N=C(N3CCCC4=CC(F)=CC=C4C3)C=C(NCCN)C2=C1
WCVYPEQEJGHVSX-APPZFPTMSA-N,0.5910646070264992,3.9,0.9294189257142927,8.5,,,C[C@@H]1COCCN1C1=NN2C(=C1)C(=O)NC[C@H]2C(F)(F)F
WCWDBZHYAHZGNZ-UHFFFAOYSA-N,1.775756037844098,59.67,,,,,CN1CCN(CC2=CC=C(NC(=O)NC3=NN(C)C(C#CC4=CN=C5C=NC=CN45)=C3)C=C2C(F)(F)F)CC1
WCWYDEZAQBAYBF-MUUNZHRXSA-N,1.3010299956639813,20.0,,,1.5797835966168101,38.0,C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3)N=C2N1C1=CC=C2CC[C@@](C)(O)C2=N1
WCWYDEZAQBAYBF-NDEPHWFRSA-N,1.255272505103306,18.0,,,0.9344984512435677,8.6,C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3)N=C2N1C1=CC=C2CC[C@](C)(O)C2=N1
WCXUNBJLKJNUAE-ZFEZZJPFSA-N,0.5453071164658241,3.51,,,,,CCOC1=CC([C@H](C2=CC3=CC(Br)=CC=C3C=C2OC)[C@@](O)(CCN(C)C)C2=CC=CC3=C2OC=C3)=CC(OCC)=N1
WCXUWQZNCRRRDD-SANMLTNESA-N,0.8463371121298052,7.02,,,,,N#CC1=CC=CC=C1C[C@@H](C(=O)O)N1CCC(CN2CCC(OC3=CC=C(Cl)C(Cl)=C3)CC2)CC1
WCYBVBQGXJOEJY-NSHDSACASA-N,0.9956351945975499,9.9,,,,,C[C@H](NC(=O)CN1N=NC2=CC=CC=C2C1=O)C1=CC=C(OC(F)F)C=C1
WDFDQDGMZWOJKA-VWLOTQADSA-N,1.7583819417746753,57.33,2.9628426812012423,918.0,,,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)C1=NC(C2=CN=C3C=CC=CC3=C2)=CN1
WDFLZVODBWHYLR-UHFFFAOYSA-N,,,,,3.093791028611714,1241.055,ON=C(O)C1=CC=CC2=C1CN(C1=NC3CCCCC3N1)C2
WDGONOGWBLLRJB-UHFFFAOYSA-N,0.9956351945975499,9.9,,,,,O=C(CN1N=NC2=CC=CC=C2C1=O)NC1CC2=CC=CC=C2C1
WDHOIABIERMLGY-CMJOXMDJSA-N,1.1473671077937864,14.04,,,,,C[C@@H]1CC2=C(C=CC3=C2C=NN3)[C@@H](C2=CC=C(NC3CN(CCCF)C3)C=N2)N1CC(F)(F)F
WDJFRMQGYOHHED-PHEQNACWSA-N,,,0.900913067737669,7.96,,,COC1=CC=CC=C1N1C=CN=C1/C=C/C(=O)/C=C/C1=NC=CN1C1=CC=CC=C1OC
WDJLGAAWPRVZRR-DZGCQCFKSA-N,0.414973347970818,2.6,1.7323937598229686,54.0,,,C=C(F)CN(CCOC)C(=O)[C@@]1(C2=CSC=C2)C[C@H]1CN
WDKWCJMRSOMHSI-UHFFFAOYSA-N,,,,,1.6341244515521873,43.065,CNCC=C1C=NC2=C(O)C3=C(C(O)=C12)S(=O)(=O)CC=N3
WDMGWMXNDMKIHQ-UHFFFAOYSA-N,1.8864907251724818,77.0,,,2.2121876044039577,163.0,CS(=O)(=O)C1=CC([N+](=O)[O-])=C2SC(N3CCN(CC4CCCCC4)C4(CC4)C3)=NC(=O)C2=C1
WDMPGPZDSGODDF-UHFFFAOYSA-N,0.4913616938342727,3.1,0.9493900066449128,8.9,1.0546130545568877,11.34,COC1=CC(C(=O)C2=CNC(C3=CC=CC4=C3C=CN4)=N2)=CC(OC)=C1OC
WDODKHGJMPJXSR-UHFFFAOYSA-N,1.439253724017898,27.495,,,,,CC1=CC=CC=C1C(=O)N1CCC(C(=O)C2=CC=C(F)C=C2)CC1
WDPWLNLNVCGFPF-UHFFFAOYSA-N,2.6691587574329096,466.83,,,3.1937046620807106,1562.085,O=C(NC1=CC=CC(S(=O)(=O)NC2CC2)=C1)C1=CC=CN=C1N1CCC2(CC1)CC2
WDQARJGDHKAIHX-UHFFFAOYSA-N,,,,,2.1398790864012365,138.0,CCN1CC(OC2=CC=C3SC4=C(C5=CC(=O)C=C(N6CCOCC6)O5)C=CC=C4CC3=C2)C1
WDQHHGIWBRALLU-TXEJJXNPSA-N,1.2143138974243997,16.38,1.6354837468149122,43.2,,,CNC(=O)NC1=CC(OC2=CN=CC(C)=C2)=C([C@H]2C[C@@H](O)C2)C=N1
WDRNIMRVWAQNQZ-ZDUSSCGKSA-N,,,,,2.3478440327890335,222.7635,CCC(=O)N[C@@H](C)C1=CC=C(NC(=O)N2CC(C3=CN=CC(N)=C3)C2)C=C1
WDRQAWOIGOJIIL-UHFFFAOYSA-N,1.816373888752362,65.52,,,1.4188065690947886,26.2305,CCOC(=O)C1=C(C2=CC(F)=CC(OC)=C2)NC2=CC(OC)=C(F)C=C2C1=O
WDRUPQIBBGZODL-UHFFFAOYSA-N,0.06818586174616162,1.17,0.25527250510330607,1.8,,,CC1=C(C)C(=O)NN=C1CC1=CC=C(F)C(C(=O)N2CCC3(CCCN3)CC2)=C1
WDSIIFUJQDUEBF-WZAZPGKFSA-N,0.9444826721501687,8.8,,,,,CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@H]1[C@@H]2C[C@@H](N3C=NC4=CC=NC=C43)C[C@@H]21
WDSNMJGRLXTGIN-UHFFFAOYSA-N,1.3186058640550555,20.826,,,2.243039289525899,175.00050000000002,CC1(C)C2=CC(N3CCN(C4COC4)CC3)=C(CCC3CCCC3)C=C2C(=O)C2=C1NC1=CC(C#N)=CC=C21
WDTBSHBYDYJBNH-UHFFFAOYSA-N,1.3626520879077546,23.049,,,1.0093722737322433,10.21815,CCN1CCN(C2=NC(NCC3=CC=C(F)C=C3)=NC3=C2N=CN3CCCN2CCCC2)CC1
WDTGNDOLAKKVOT-UHFFFAOYSA-N,1.2668429487005843,18.486,,,1.9836668734973413,96.309,COC1=CC=C2C(=C1)OC1=CN=CC=C1C2NC(=O)C1=CC=C(C(F)(F)F)NC1=O
WDXQLKNAZIRFHC-UHFFFAOYSA-N,0.7923916894982539,6.2,,,1.3010299956639813,20.0,COCCCOC1=CC2=C(C=C1OC)C1=CC(=O)C(C(=O)O)=CN1C(C1=CC=CC(Cl)=C1)C2
WDYBVAUSQNLTOY-PHIMTYICSA-N,1.3234583668494677,21.06,,,,,FC(F)(F)C1=NC=CC(N[C@H]2CC[C@@H](NC3=CC=NC=N3)CC2)=N1
WEACVDOVABHFDR-UHFFFAOYSA-N,,,1.3081373786380386,20.33,,,COC1=CC=C(C2=CC=CC=C2)C2=C1OC(C(=O)NN1CCOCC1)=C2
WEBBOVFNGZGZLV-UHFFFAOYSA-N,2.2007657094058986,158.76899999999998,,,,,CCC(=O)N(CC1(N2CCN(CC3=CC=CC=C3)CC2)CC1)C1=CC=CC(F)=C1
WECCALUSSAUMLJ-UHFFFAOYSA-N,0.9208013818256542,8.333,,,,,CNCC1=CC(F)=C(C2=CC3=C(C4=CN(C)N=C4)NN=C3C=N2)C(C(F)(F)F)=C1
WECKJONDRAUFDD-ZDUSSCGKSA-N,0.724275869600789,5.3,1.3010299956639813,20.0,,,O=C(N[C@H]1CN2CCC1CC2)C1=CC=C(Cl)C=C1
WEDVTPXSTREZFI-UHFFFAOYSA-N,2.456366033129043,286.0,3.187520720836463,1540.0,,,C=CC(=O)N(C)CCOC1=CN=CC=C1C1=CC=C(CN2CCN(CCC)CC2=O)C(C)=C1
WEFRNUXPTYTOEU-UHFFFAOYSA-N,1.4661258704181992,29.25,,,,,COC1=CC=C(OC)C(C2=C(F)C=CC3=C(N)C(C(=O)NC4CC4)=NN=C23)=C1
WEGQZOQLVXNSEV-UHFFFAOYSA-N,1.9872639541222354,97.11,2.4539295920577286,284.4,,,CCCN1C(C2=CN=C(NC3=CC=C(C)N=C3)C(Cl)=C2)=NC2=CC=CC=C21
WEIORHMJQKLZQZ-UHFFFAOYSA-N,2.0004603252537123,100.10605,,,2.982304414584704,960.07335,O=C1C2=CC=CC=C2CN1CCC1=CC2=NC=CC=C2N1
WEMIDIZCMUDJIR-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,COC1=CC=C(C2=CC(C3=CC=C(C(=O)NCCCO)C=C3)=CN=C2N)C=N1
WEMTXDFFLVYFKY-UHFFFAOYSA-N,2.0681858617461617,117.0,2.255272505103306,180.0,,,CN1C=C(C2=CC=NC=C2)C(C2=CC=C(C#CC3=CC=CC=N3)C=C2)=N1
WEMURJPABSANLY-UHFFFAOYSA-N,1.5305838596451178,33.93,,,,,CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC2=CC(Cl)=CC(Cl)=C2)CC1
WENKGSGGXGQHSH-UHFFFAOYSA-N,0.785329835010767,6.1,,,,,O=C1CCC(N2CC3=CC=CC=C3C2=O)C(=O)N1
WENOFYWGKOAACP-UHFFFAOYSA-N,2.8981325576877977,790.92,,,3.981897850758495,9591.75,CN1C=CC=C(S(=O)(=O)N(CC2=CC=C(F)C=C2)CC2=CC=C(F)C=C2)C1=O
WEPOVXHMPRYIOF-GEEGQQTBSA-N,1.146128035678238,14.0,,,1.7323937598229686,54.0,COC1=CC=C(NC(=O)[C@H]2CN(C)C[C@@H]2C2=CC=C(/C=C/C(=O)NC3=CC=CC=C3N)C=C2)C=C1
WEPTZPALJYIKGT-UHFFFAOYSA-N,0.9712758487381052,9.36,,,,,O=C(NCCO)C1=NN(C2=CC=CC=C2)C(NC(=O)C2=CC(C3=NC=CC=C3F)=C(Cl)C=C2Cl)=C1
WEQLWGNDNRARGE-DJIMGWMZSA-N,1.320146286111054,20.9,,,3.059941888061955,1148.0,COC1=CC2=C(C=C1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2
WEQVGGRVHJOXQB-UHFFFAOYSA-N,2.4771212547196626,300.0,,,,,CC(CNC(=O)CC1=CC=CC=C1F)C1CCN(C(=O)OC(C)(C)C)CC1
WERADNQQDSSVCI-UHFFFAOYSA-N,2.638144679842756,434.655,,,,,O=C(C1CC1)N(CC1=CC=CN=C1)C1=CN=CC(C2=NC3=CC=CC=C3S2)=C1
WEVKYPBCKKMPHE-UHFFFAOYSA-N,0.7671558660821804,5.85,2.543074235033532,349.2,,,COC1=CC(OC)=C2N=NC3=C(C(C4=CC=CC=C4Cl)=NN3C)C2=C1
WFAOLWPJUBLNAA-UHFFFAOYSA-N,2.220474206129218,166.14,,,,,CC1=CC=CC(C)=C1C(=O)NC(C1=CC=CC=C1)C12CCC(CC1)N2C1CC1
WFASZPBKHLDUHV-HXUWFJFHSA-N,1.8463371121298053,70.2,1.334453751150931,21.6,,,O=C(CC1=CC=C(Cl)C=C1)N[C@H](CC1=CC=C(Cl)C=C1)C(=O)NC1CCNCC1
WFAWYAYBWPEGOT-UHFFFAOYSA-N,,,,,1.3920723158475439,24.6645,COC1=CC=CC=C1C1=C2C=NC(NC3CCN(C(=O)CC4=CC=C(F)C(F)=C4)CC3)=NC2=NN1
WFCALMPXVKUYLO-UHFFFAOYSA-N,1.1473671077937864,14.04,,,,,CCNC(=O)C1=NN=C2C(C3=CC(OC)=CC=C3OC)=CC=CC2=C1N
WFDUZHSVPNCEPO-GOSISDBHSA-N,1.0681858617461617,11.7,,,,,COCCCN1C=C(CN(C(=O)[C@H]2CNCCO2)C2CC2)C2=NC=CC=C21
WFEBALYYDASKIV-UHFFFAOYSA-N,1.1357685145678222,13.67,,,,,CCC1=CC=C(C2=NC3=CC(NC(=O)C4=CC([N+](=O)[O-])=CC=C4Cl)=CC=C3O2)C=C1
WFGXHPAHGZLTGY-UHFFFAOYSA-N,2.545307116465824,351.0,,,,,CN1CCN(C2=NC=C(C3=CC=C4C(NC5CCCCC5)=CC=NC4=C3)C=N2)CC1
WFHBRNSVJKHAQK-UHFFFAOYSA-N,,,,,1.0978817447138682,12.528,COC1=CC=CC(NC(=O)C2=C(N)N(CC3=CC=C(C(C)C)C=C3)N=N2)=C1
WFJBUKXLKMXFQU-UHFFFAOYSA-N,1.2632548582147516,18.333899999999996,,,,,CCC(C)NC(=O)C1=C(NS(=O)(=O)C2=CC=C(C)C=C2)N(C2=CC=CC=C2)N=C1C
WFKKMURYVQIQJH-UHFFFAOYSA-N,2.8785217955012063,756.0,,,3.0,1000.0,CC1=C(COC2=CC=CC(OCC3CCOCC3)=C2)NC2=CC=C(C3=CC=CN=C3)C=C2C1=O
WFLHQOVEFXLFAO-UHFFFAOYSA-N,1.878451418008123,75.58775,,,3.2662724069486653,1846.1730499999999,O=C(C1=CC=C(F)C=C1)N1CCCC(C2=CC3=NC(N4CCCC4)=CC=C3N2)C1
WFNJLQOIUGZSCZ-YADHBBJMSA-N,-0.08671609823958161,0.8189999999999998,-0.045757490560675115,0.9,,,CCN1C[C@H](NS(=O)(=O)C(C)C)[C@@H](C2=CC=C(C3=CC=CC(NS(C)(=O)=O)=C3)C=C2)C1
WFSQPEIEWUHMFA-UHFFFAOYSA-N,2.031973689091717,107.64,,,3.605990431677479,4036.365,CCCCSC1=NN=CC(C2=CN=NC(SCCCC)=N2)=N1
WFTPTPAGTNGFKG-UHFFFAOYSA-N,1.4661258704181992,29.25,1.91803033678488,82.8,2.3003019424918985,199.665,CC1=CC2=C(NC3=CC=CC=C3F)C=C(C(=O)NC3CCOCC3)N=C2C=N1
WFUDFQKIUIIFRV-UHFFFAOYSA-N,,,,,2.1469785745600727,140.27444999999997,CC(C)(C)C1=CC=C(OC2=NC=CC=C2/C(=N/O)NC2=CC=CC(F)=C2)C=C1
WFUDPWLCEJSWBC-UHFFFAOYSA-N,1.7924617313469506,62.01,3.083287569327283,1211.4,,,O=C(C1=CC=C2OC(C3=CC=CC=C3)(C3=CC=CC=C3)OC2=C1)N1CCCCC1
WFUIYQSMVAMEPN-UHFFFAOYSA-N,,,,,2.291701770729981,195.75,CC1=CC=C(S(=O)(=O)NC2=CC=C(CN3CCN(C(=O)C4=CC(=O)C5=CC=CC=C5N4C)CC3)C=C2)C=C1
WFULWSGYPNUKDK-MOPGFXCFSA-N,1.499549625905149,31.59,,,,,C=CC(=O)N[C@@H]1CCC[C@H](NC2=NC=NC(N)=C2C2=CC=C(OC3=CC=CC=C3)C=C2)C1
WFWDAQJRLMWMBR-UHFFFAOYSA-N,1.545307116465824,35.1,,,2.751094258489212,563.76,O=C1N2CCCC2=C(O)N1C1=CC=C(F)C(C(F)(F)F)=C1
WFYFIDGMBPHQRF-UHFFFAOYSA-N,,,2.385606273598312,243.0,,,C=CC(=O)N1CCC(OC2=C(N)N=CN=C2C2=CC(F)=CC(NC(=O)C3=CC=C(C4CC4)C=C3)=C2C)C1
WFYKNNJLPPHKKE-LBPRGKRZSA-N,1.2112006620002567,16.263,1.3159703454569178,20.7,2.1915222731570774,155.42550000000003,C[C@@H](C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)N1C=C(NC(=O)C2=NOC(C3=CC=CC=N3)=C2)C=N1
WFZGNCZPMNZWQB-QFIPXVFZSA-N,,,0.7039788250083859,5.058,,,O=S(=O)(C1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCN1CCN(C2=CC=CC3=C2C=CS3)CC1
WFZUDDFKDDQSCZ-AWEZNQCLSA-N,0.9745209035512522,9.4302,,,,,CC(C)C1=NN(CC(=O)N2CCN(C3=C(C4=CN=C(C(F)(F)F)N=C4)N=C(C(F)(F)F)S3)C[C@@H]2CCO)C=N1
WFZUDDFKDDQSCZ-CQSZACIVSA-N,1.4106085425683679,25.74,,,,,CC(C)C1=NN(CC(=O)N2CCN(C3=C(C4=CN=C(C(F)(F)F)N=C4)N=C(C(F)(F)F)S3)C[C@H]2CCO)C=N1
WGABQSVUYBMTBW-UHFFFAOYSA-N,1.968482948553935,93.0,,,,,CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC=CC3=C2NC(C(=O)NC(C)C)=C3)C=C1
WGBZFQJXRNSUNB-IBGZPJMESA-N,1.3424226808222062,22.0,,,3.06595298031387,1164.0,O=C1NC(C2=C[C@@H](N3CCC(C4=CC=CC=C4)CC3)CC2)=NC2=C(Cl)C=CC=C12
